Car_ID,Brand,Model,Year,Fuel_Type,Color,Mileage_kmpl
C45802,Kia,Duster,2013,Petrol,Green,21.45
C45803,Kia,Swift,2020,CNG,Grey,22.27
C45804,Volkswagen,Innova,2007,CNG,Green,10.02
C45805,Volkswagen,Ecosport,2011,Electric,Yellow,12.07
C45806,Toyota,Polo,2019,Hybrid,Grey,18.43
C45807,Ford,Nexon,2015,Electric,Blue,12.29
C45808,Mahindra,XUV500,2010,Diesel,Black,19.14
C45809,Maruti,Innova,2023,Hybrid,Yellow,14.33
C45810,Tata,Ecosport,2016,Diesel,Black,18.58
C45811,Kia,XUV500,2011,CNG,White,23.26
C45812,Toyota,Swift,2012,Hybrid,Red,11.96
C45813,Hyundai,Polo,2023,Electric,Black,23.34
C45814,Renault,Ecosport,2009,Diesel,White,23.38
C45815,Volkswagen,Swift,2008,Electric,White,19.13
C45816,Tata,Duster,2021,Hybrid,Yellow,23.99
C45817,Ford,Nexon,2020,Electric,Green,15.72
C45818,Honda,XUV500,2016,Petrol,Black,21.42
C45819,Renault,City,2021,Hybrid,Silver,19.01
C45820,Tata,Creta,2020,Electric,White,23.84
C45821,Toyota,Duster,2019,Electric,Red,15.33
C45822,Ford,Ecosport,2005,CNG,White,16.25
C45823,Volkswagen,Nexon,2008,Diesel,White,16.23
C45824,Ford,Swift,2013,CNG,Red,11.66
C45825,Volkswagen,XUV500,2013,Diesel,Grey,15.45
C45826,Kia,Swift,2016,Diesel,Yellow,18.67
C45827,Renault,Innova,2013,CNG,Green,19.38
C45828,Maruti,Ecosport,2015,Hybrid,White,12.34
C45829,Maruti,Polo,2024,Diesel,White,22.71
C45830,Renault,Swift,2015,Hybrid,Grey,14.7
C45831,Maruti,Creta,2022,Diesel,Black,17.83
C45832,Honda,Creta,2007,Petrol,Yellow,18.28
C45833,Kia,Swift,2024,CNG,Yellow,24.01
C45834,Ford,Swift,2013,Electric,Grey,21.56
C45835,Tata,XUV500,2005,Petrol,Silver,24.94
C45836,Tata,Creta,2007,Petrol,Black,22.08
C45837,Kia,Nexon,2008,Electric,White,16.38
C45838,Kia,Seltos,2018,Diesel,Yellow,10.11
C45839,Honda,Seltos,2024,Petrol,Silver,18.15
C45840,Toyota,Ecosport,2009,Petrol,Yellow,10.09
C45841,Ford,Duster,2006,Hybrid,White,21.89
C45842,Honda,Seltos,2011,Electric,Black,11.49
C45843,Maruti,XUV500,2012,Electric,White,12.91
C45844,Honda,Nexon,2019,Electric,Red,15.98
C45845,Renault,XUV500,2008,Petrol,Blue,16.77
C45846,Honda,Creta,2013,Electric,Green,24.02
C45847,Toyota,Creta,2005,Hybrid,Grey,14.95
C45848,Volkswagen,Nexon,2023,Hybrid,Blue,23.3
C45849,Maruti,Polo,2005,Diesel,Yellow,18.9
C45850,Mahindra,Nexon,2023,Electric,Silver,19.68
C45851,Kia,XUV500,2005,Diesel,Black,11.13
C45852,Ford,City,2005,Hybrid,Black,19.11
C45853,Tata,Innova,2024,Hybrid,Green,10.34
C45854,Maruti,Polo,2021,Electric,Red,22.89
C45855,Hyundai,Seltos,2005,Diesel,Yellow,13.35
C45856,Mahindra,Swift,2012,CNG,Red,16.01
C45857,Tata,Ecosport,2021,CNG,Yellow,23.6
C45858,Honda,Creta,2005,Petrol,Grey,24.68
C45859,Tata,Innova,2005,Petrol,Green,21.92
C45860,Maruti,XUV500,2013,Electric,White,21.58
C45861,Honda,Polo,2006,CNG,Grey,12.66
C45862,Tata,Nexon,2017,Electric,Red,19.86
C45863,Honda,Creta,2017,Petrol,Silver,13.86
C45864,Volkswagen,Seltos,2019,Diesel,Blue,10.48
C45865,Maruti,Seltos,2016,Diesel,Green,15.94
C45866,Tata,Duster,2021,CNG,Green,17.51
C45867,Toyota,Ecosport,2015,CNG,Green,12
C45868,Honda,Duster,2012,Electric,Blue,19.26
C45869,Honda,XUV500,2011,Electric,White,24.93
C45870,Renault,Polo,2007,Petrol,Black,21.37
C45871,Mahindra,Ecosport,2019,Diesel,Red,20.09
C45872,Toyota,City,2014,Hybrid,Grey,11.02
C45873,Hyundai,Polo,2014,CNG,Silver,16.86
C45874,Maruti,Swift,2010,Electric,Yellow,16.66
C45875,Tata,Duster,2022,Hybrid,Grey,13.52
C45876,Maruti,City,2005,Electric,Silver,23.2
C45877,Toyota,Creta,2007,Diesel,Silver,16.31
C45878,Renault,City,2013,Electric,Black,17.04
C45879,Ford,Polo,2014,Hybrid,Grey,14.19
C45880,Hyundai,Seltos,2009,CNG,Blue,11.47
C45881,Mahindra,Duster,2019,Electric,White,14.48
C45882,Mahindra,Polo,2019,Hybrid,Grey,19.71
C45883,Maruti,XUV500,2022,Diesel,White,18.42
C45884,Mahindra,Duster,2006,Electric,Grey,21.09
C45885,Maruti,Duster,2016,CNG,Red,23.35
C45886,Maruti,Swift,2011,Diesel,Blue,20.16
C45887,Ford,Ecosport,2005,Electric,Grey,17.69
C45888,Mahindra,Ecosport,2007,Electric,Yellow,16.39
C45889,Mahindra,Duster,2020,CNG,Red,13.11
C45890,Maruti,Ecosport,2024,Diesel,Green,17.41
C45891,Honda,Creta,2010,Diesel,Blue,18.15
C45892,Honda,Nexon,2018,Electric,Silver,23.03
C45893,Volkswagen,City,2008,Hybrid,Black,19.77
C45894,Toyota,Swift,2021,Diesel,White,17.13
C45895,Hyundai,XUV500,2016,Petrol,Green,19.69
C45896,Renault,XUV500,2015,Electric,Silver,14.9
C45897,Mahindra,Ecosport,2017,Diesel,White,24.07
C45898,Maruti,Swift,2008,Petrol,Blue,21.97
C45899,Kia,Ecosport,2011,Electric,Yellow,23.58
C45900,Mahindra,Creta,2021,CNG,Red,12.3
C45901,Kia,Duster,2021,Electric,Silver,11.97
C45902,Mahindra,Innova,2013,Hybrid,Green,24.71
C45903,Renault,Nexon,2008,Diesel,Yellow,16.73
C45904,Toyota,City,2009,Diesel,Blue,22.2
C45905,Mahindra,Ecosport,2021,CNG,Yellow,20.4
C45906,Volkswagen,Ecosport,2015,Petrol,Blue,16.75
C45907,Volkswagen,Nexon,2023,Petrol,Yellow,11.33
C45908,Maruti,Duster,2008,Hybrid,Grey,22.23
C45909,Renault,Nexon,2015,CNG,Green,13.62
C45910,Honda,City,2020,CNG,Yellow,14.74
C45911,Hyundai,Seltos,2011,Petrol,White,10.11
C45912,Tata,Swift,2017,Electric,Red,16.11
C45913,Renault,Polo,2023,CNG,Silver,23.49
C45914,Hyundai,Swift,2024,CNG,Red,11.4
C45915,Maruti,Polo,2017,Diesel,Silver,17.45
C45916,Kia,XUV500,2021,Diesel,White,18.99
C45917,Honda,Creta,2016,Diesel,Grey,19.5
C45918,Hyundai,Swift,2021,Petrol,Grey,22.73
C45919,Mahindra,Creta,2006,Diesel,Silver,21.11
C45920,Maruti,Seltos,2005,Petrol,Grey,24.09
C45921,Ford,Creta,2019,CNG,Green,19.46
C45922,Kia,Duster,2019,Petrol,Blue,24.28
C45923,Tata,Polo,2016,Hybrid,White,21.63
C45924,Kia,Seltos,2020,CNG,Yellow,17.15
C45925,Hyundai,Ecosport,2013,Electric,White,23.03
C45926,Kia,Innova,2014,CNG,Yellow,11.93
C45927,Maruti,City,2023,Petrol,Blue,18.95
C45928,Maruti,XUV500,2009,Petrol,Silver,16.16
C45929,Renault,Seltos,2006,Diesel,Yellow,15.88
C45930,Tata,Duster,2021,CNG,Yellow,19.16
C45931,Hyundai,Seltos,2022,Diesel,Grey,21.84
C45932,Ford,Seltos,2017,Hybrid,Red,16.01
C45933,Honda,Innova,2017,Diesel,Red,21.92
C45934,Toyota,Duster,2019,Diesel,Silver,16.08
C45935,Honda,Polo,2013,Diesel,Grey,19.02
C45936,Honda,XUV500,2005,Diesel,Yellow,20.04
C45937,Ford,Seltos,2013,Petrol,Red,17.59
C45938,Volkswagen,City,2013,Diesel,Red,16.59
C45939,Tata,Innova,2023,Electric,White,16.58
C45940,Honda,Innova,2024,CNG,Grey,24.95
C45941,Volkswagen,Innova,2018,Hybrid,Red,12.2
C45942,Mahindra,Duster,2012,Electric,Grey,14.18
C45943,Hyundai,Duster,2015,CNG,Silver,10.28
C45944,Kia,City,2016,Electric,White,16.08
C45945,Maruti,Ecosport,2017,Electric,Yellow,13.66
C45946,Toyota,Swift,2014,Petrol,Blue,21.97
C45947,Honda,Ecosport,2013,Diesel,Yellow,19.77
C45948,Mahindra,Seltos,2009,Petrol,Silver,13.63
C45949,Ford,XUV500,2014,Electric,Red,20.66
C45950,Ford,Polo,2020,Diesel,Yellow,10.93
C45951,Mahindra,Nexon,2022,Petrol,White,12.2
C45952,Kia,Duster,2008,Diesel,White,17.08
C45953,Renault,XUV500,2015,Hybrid,Grey,23.23
C45954,Honda,City,2012,CNG,White,22.96
C45955,Tata,XUV500,2013,Electric,Silver,22.38
C45956,Maruti,Swift,2006,Petrol,Yellow,21.62
C45957,Ford,Ecosport,2011,Electric,Grey,21.7
C45958,Volkswagen,Innova,2009,Hybrid,Blue,22.54
C45959,Ford,Creta,2006,Diesel,Silver,17.8
C45960,Toyota,Nexon,2006,CNG,Silver,10.54
C45961,Renault,City,2021,Diesel,Silver,19.11
C45962,Hyundai,Creta,2018,CNG,Yellow,16.2
C45963,Ford,Swift,2024,Petrol,White,18.98
C45964,Mahindra,Nexon,2006,Diesel,Silver,15.36
C45965,Toyota,Polo,2010,Diesel,Blue,13.44
C45966,Tata,Innova,2024,Petrol,Blue,11.95
C45967,Kia,Polo,2024,CNG,Black,24.64
C45968,Toyota,Creta,2017,Diesel,White,16.4
C45969,Kia,Seltos,2009,Electric,Grey,19.59
C45970,Kia,City,2014,Petrol,Yellow,14.25
C45971,Honda,Seltos,2018,CNG,Red,20.54
C45972,Volkswagen,XUV500,2007,Petrol,Green,18.47
C45973,Tata,Innova,2016,Petrol,White,24.16
C45974,Volkswagen,Creta,2013,Diesel,Grey,12.31
C45975,Hyundai,Seltos,2017,Petrol,Black,13.99
C45976,Toyota,XUV500,2008,CNG,White,21.35
C45977,Kia,Duster,2022,Diesel,Green,17.99
C45978,Volkswagen,Ecosport,2020,Electric,Blue,18.42
C45979,Hyundai,Ecosport,2024,Petrol,Blue,22.02
C45980,Tata,City,2008,Electric,Black,15.65
C45981,Maruti,Nexon,2020,Electric,Green,21.01
C45982,Maruti,Nexon,2019,CNG,Blue,10.33
C45983,Honda,Seltos,2023,Hybrid,Black,10.27
C45984,Maruti,Ecosport,2020,Diesel,Black,12.59
C45985,Ford,XUV500,2014,CNG,Blue,17.21
C45986,Kia,XUV500,2023,Diesel,Grey,24.29
C45987,Ford,Creta,2021,Hybrid,Silver,17.54
C45988,Ford,Creta,2015,Electric,Silver,17.35
C45989,Hyundai,Innova,2023,Petrol,Black,11.98
C45990,Renault,Polo,2011,Hybrid,Green,11.46
C45991,Ford,Seltos,2016,Hybrid,Blue,14.93
C45992,Toyota,Innova,2010,Petrol,White,21.4
C45993,Tata,City,2011,Diesel,Green,14.46
C45994,Mahindra,City,2012,CNG,Blue,12.97
C45995,Hyundai,Nexon,2023,Hybrid,White,24.06
C45996,Mahindra,XUV500,2022,CNG,White,19.69
C45997,Renault,Duster,2005,Petrol,Silver,10.46
C45998,Tata,Seltos,2009,CNG,Green,13.72
C45999,Volkswagen,XUV500,2013,CNG,Green,19.67
C46000,Tata,Swift,2007,Electric,Silver,18.06
C46001,Hyundai,Duster,2021,CNG,Red,10.01
C46002,Ford,Ecosport,2010,Hybrid,Grey,21.02
C46003,Honda,XUV500,2023,Diesel,Blue,23.64
C46004,Mahindra,City,2014,CNG,Grey,21.4
C46005,Tata,Swift,2006,CNG,Yellow,23.56
C46006,Toyota,Duster,2022,CNG,Silver,13.23
C46007,Volkswagen,Seltos,2024,Diesel,Silver,18.44
C46008,Renault,City,2007,Electric,Silver,16.13
C46009,Honda,Duster,2024,CNG,Blue,18.44
C46010,Maruti,Swift,2015,Petrol,Green,20.72
C46011,Volkswagen,Ecosport,2006,Petrol,Silver,23.38
C46012,Hyundai,Innova,2021,Petrol,Yellow,16.79
C46013,Ford,Nexon,2006,CNG,Red,19.11
C46014,Tata,Polo,2010,CNG,Red,15.56
C46015,Ford,Polo,2023,Hybrid,Silver,20.3
C46016,Mahindra,City,2005,CNG,White,12.98
C46017,Tata,Polo,2022,Electric,Green,14.08
C46018,Hyundai,Polo,2015,Petrol,Black,20.37
C46019,Tata,Creta,2011,Petrol,Green,14.91
C46020,Kia,Ecosport,2007,Hybrid,Yellow,14.63
C46021,Tata,Creta,2015,Petrol,Green,12.38
C46022,Kia,XUV500,2006,CNG,Blue,24.23
C46023,Volkswagen,City,2017,Diesel,Red,15.25
C46024,Honda,Ecosport,2022,Electric,Black,22.99
C46025,Kia,Polo,2014,CNG,Blue,12.06
C46026,Kia,Polo,2020,CNG,Yellow,11.5
C46027,Volkswagen,Creta,2015,Electric,White,19.03
C46028,Tata,Creta,2014,Hybrid,Black,20.6
C46029,Hyundai,Polo,2010,Diesel,Yellow,14.67
C46030,Volkswagen,Seltos,2012,Petrol,Green,23.21
C46031,Honda,Polo,2023,Diesel,Silver,22.66
C46032,Honda,City,2017,Diesel,Red,15.56
C46033,Volkswagen,City,2018,Hybrid,Red,13.47
C46034,Honda,Innova,2005,Diesel,Yellow,17.37
C46035,Maruti,Polo,2023,Petrol,Green,19.71
C46036,Tata,Swift,2007,CNG,Black,12.23
C46037,Ford,Seltos,2010,Petrol,Green,10.36
C46038,Renault,Swift,2012,Electric,Black,21.95
C46039,Volkswagen,Seltos,2017,Electric,Silver,16.17
C46040,Renault,Creta,2014,CNG,White,18.61
C46041,Mahindra,Creta,2007,Diesel,Yellow,16.51
C46042,Toyota,Duster,2007,Electric,Blue,15.24
C46043,Renault,Seltos,2010,CNG,Red,10.51
C46044,Renault,Nexon,2021,Diesel,Silver,12.48
C46045,Ford,Innova,2015,Diesel,Silver,22.14
C46046,Volkswagen,City,2020,Diesel,Red,17.33
C46047,Ford,Ecosport,2014,Hybrid,Green,15.46
C46048,Renault,Swift,2007,Electric,Red,12.3
C46049,Hyundai,Ecosport,2018,Hybrid,Silver,14.08
C46050,Kia,Creta,2009,CNG,Blue,13.96
C46051,Volkswagen,Creta,2014,Electric,Silver,10.12
C46052,Maruti,Polo,2014,Hybrid,Yellow,10.17
C46053,Maruti,Seltos,2012,Electric,White,12.97
C46054,Mahindra,Creta,2023,Hybrid,Red,22.7
C46055,Volkswagen,Swift,2008,CNG,Blue,23.12
C46056,Tata,XUV500,2021,Electric,White,17.72
C46057,Kia,Polo,2012,Electric,Grey,11.51
C46058,Kia,Innova,2012,Diesel,Green,19.39
C46059,Toyota,City,2021,Electric,Green,11.03
C46060,Maruti,Swift,2006,Electric,Grey,16.66
C46061,Honda,Innova,2006,Hybrid,White,11.29
C46062,Toyota,XUV500,2020,Electric,Red,15.83
C46063,Ford,Ecosport,2013,Diesel,Red,20.09
C46064,Tata,Seltos,2015,Diesel,Grey,24.54
C46065,Toyota,Nexon,2019,Hybrid,Red,18.52
C46066,Kia,Polo,2016,Diesel,Red,16.01
C46067,Mahindra,Innova,2015,Hybrid,Grey,20.25
C46068,Kia,Polo,2022,Electric,Black,19.45
C46069,Honda,Ecosport,2014,CNG,Green,20.12
C46070,Volkswagen,Innova,2017,Hybrid,Black,24.76
C46071,Mahindra,Polo,2011,Electric,Green,20.95
C46072,Kia,City,2024,Diesel,Silver,19.16
C46073,Ford,Creta,2005,Hybrid,Silver,16.18
C46074,Mahindra,Innova,2006,Diesel,Black,21
C46075,Hyundai,Creta,2017,Petrol,Silver,12.61
C46076,Kia,Ecosport,2022,CNG,Silver,23.98
C46077,Kia,Polo,2010,Electric,Grey,10.11
C46078,Renault,Ecosport,2017,Diesel,Green,11.55
C46079,Honda,Creta,2018,Diesel,Yellow,24.98
C46080,Tata,Polo,2015,Diesel,Red,20.8
C46081,Hyundai,Seltos,2017,Diesel,Blue,18.72
C46082,Kia,Duster,2014,CNG,Blue,10.53
C46083,Ford,Creta,2023,Hybrid,Black,13.97
C46084,Maruti,Ecosport,2011,Petrol,Grey,16.72
C46085,Toyota,Nexon,2020,Petrol,White,12.34
C46086,Honda,Duster,2021,Electric,Blue,10.71
C46087,Hyundai,Ecosport,2007,Petrol,Red,12.66
C46088,Honda,Polo,2018,Diesel,Green,16.62
C46089,Toyota,XUV500,2005,Electric,Yellow,17.19
C46090,Kia,Ecosport,2021,Hybrid,Green,16.5
C46091,Kia,Polo,2013,Hybrid,Blue,20.41
C46092,Ford,Seltos,2024,Hybrid,Blue,22.93
C46093,Kia,Creta,2021,Petrol,Red,11.09
C46094,Ford,Swift,2014,CNG,Blue,12.04
C46095,Volkswagen,Ecosport,2014,Hybrid,Blue,11.03
C46096,Honda,Innova,2010,CNG,Yellow,18.81
C46097,Ford,Creta,2012,Hybrid,Green,18.84
C46098,Ford,Duster,2012,CNG,Green,22.41
C46099,Honda,Nexon,2006,CNG,White,16.02
C46100,Kia,Creta,2016,Petrol,Black,21.22
C46101,Tata,Swift,2016,Electric,Silver,20
C46102,Kia,Swift,2019,Hybrid,Black,10.17
C46103,Maruti,City,2006,Hybrid,White,24.14
C46104,Tata,Duster,2011,Hybrid,White,18.09
C46105,Volkswagen,City,2021,Petrol,Black,14.21
C46106,Ford,XUV500,2024,Petrol,Blue,23.62
C46107,Tata,Innova,2024,CNG,Red,11.76
C46108,Mahindra,Duster,2020,CNG,Black,21.48
C46109,Ford,Duster,2007,Hybrid,Blue,12.85
C46110,Mahindra,XUV500,2010,Hybrid,Green,22.88
C46111,Maruti,Seltos,2010,Diesel,Black,14.28
C46112,Maruti,Seltos,2013,Electric,Silver,21.98
C46113,Maruti,Duster,2020,CNG,Blue,23.17
C46114,Maruti,City,2020,Diesel,Blue,19.46
C46115,Toyota,Duster,2022,Electric,Yellow,12.71
C46116,Tata,XUV500,2013,Hybrid,Green,20.13
C46117,Toyota,Ecosport,2012,Hybrid,Black,22.31
C46118,Hyundai,City,2009,Petrol,White,16.2
C46119,Volkswagen,Ecosport,2012,Petrol,Grey,20.85
C46120,Ford,Duster,2012,CNG,Blue,21.39
C46121,Honda,Innova,2008,Petrol,Red,14.9
C46122,Renault,Duster,2015,Electric,Yellow,10.69
C46123,Renault,Ecosport,2011,Hybrid,Red,17.79
C46124,Volkswagen,Ecosport,2005,Electric,Yellow,22.36
C46125,Kia,Creta,2016,Hybrid,Silver,23.53
C46126,Renault,Duster,2009,Hybrid,Blue,24.09
C46127,Renault,Duster,2017,CNG,Red,10.6
C46128,Hyundai,Swift,2022,Petrol,White,20.15
C46129,Tata,Creta,2020,Diesel,Yellow,20.63
C46130,Renault,Swift,2013,Petrol,Yellow,11.77
C46131,Hyundai,Seltos,2019,Petrol,Black,21.86
C46132,Volkswagen,Seltos,2008,Petrol,Yellow,14.68
C46133,Ford,Seltos,2010,Hybrid,Red,16.6
C46134,Honda,Swift,2024,Hybrid,Blue,14.25
C46135,Mahindra,Duster,2013,Petrol,Grey,22.81
C46136,Toyota,XUV500,2017,CNG,Silver,17.8
C46137,Ford,Creta,2016,Electric,Red,15.76
C46138,Kia,Nexon,2020,Petrol,Blue,16.66
C46139,Honda,Innova,2006,CNG,Grey,12.21
C46140,Maruti,Ecosport,2005,Petrol,Silver,21.5
C46141,Maruti,Innova,2007,Petrol,Grey,23.68
C46142,Hyundai,XUV500,2024,CNG,Yellow,10.16
C46143,Mahindra,Swift,2021,Petrol,Green,15.78
C46144,Kia,Nexon,2024,Diesel,Blue,15.17
C46145,Renault,Creta,2023,CNG,Green,18.63
C46146,Renault,Nexon,2017,CNG,White,17.28
C46147,Mahindra,Swift,2008,Electric,White,23.95
C46148,Maruti,Seltos,2021,Hybrid,Grey,14.36
C46149,Tata,XUV500,2017,Hybrid,Green,15.27
C46150,Tata,Creta,2022,Diesel,Black,11.71
C46151,Volkswagen,City,2023,CNG,Blue,22.52
C46152,Kia,Ecosport,2024,CNG,Yellow,24.75
C46153,Tata,City,2008,Diesel,Silver,14.43
C46154,Ford,XUV500,2020,Petrol,Yellow,19.96
C46155,Kia,Nexon,2015,Diesel,Grey,21.58
C46156,Maruti,Creta,2023,CNG,White,11.13
C46157,Tata,City,2005,CNG,White,20.39
C46158,Ford,Polo,2019,Electric,Yellow,24.71
C46159,Volkswagen,Swift,2005,Diesel,Red,21.47
C46160,Tata,Duster,2006,Electric,Yellow,22.96
C46161,Tata,Swift,2008,Hybrid,Grey,11.83
C46162,Mahindra,Nexon,2024,Diesel,Black,15.55
C46163,Volkswagen,XUV500,2005,Hybrid,Grey,12.07
C46164,Tata,Duster,2016,Petrol,White,10.8
C46165,Kia,City,2009,Electric,Yellow,19.98
C46166,Toyota,Nexon,2015,Diesel,White,22.39
C46167,Volkswagen,City,2012,Petrol,Silver,10.36
C46168,Renault,Swift,2018,Petrol,Yellow,19.59
C46169,Honda,Nexon,2016,CNG,Yellow,13.45
C46170,Kia,Creta,2012,Hybrid,White,15.7
C46171,Maruti,Seltos,2020,Diesel,Silver,18.95
C46172,Ford,Nexon,2022,CNG,Grey,13.25
C46173,Honda,XUV500,2008,Hybrid,Green,15.34
C46174,Honda,Innova,2023,Electric,Blue,20.38
C46175,Renault,Ecosport,2014,Petrol,Yellow,14.07
C46176,Tata,XUV500,2006,Electric,Green,19.59
C46177,Volkswagen,Swift,2014,Hybrid,Silver,17.03
C46178,Volkswagen,Innova,2020,Hybrid,Yellow,22.4
C46179,Honda,Ecosport,2012,Electric,Green,16.93
C46180,Renault,Duster,2006,Electric,Grey,10.11
C46181,Tata,Ecosport,2020,CNG,Red,15.91
C46182,Toyota,Swift,2020,CNG,Red,12.09
C46183,Renault,Creta,2016,Electric,Yellow,20.79
C46184,Honda,Swift,2005,Electric,Grey,18.16
C46185,Honda,Swift,2007,CNG,Yellow,24.77
C46186,Ford,Swift,2019,CNG,Grey,12.99
C46187,Honda,City,2010,Hybrid,Silver,19.38
C46188,Renault,Seltos,2012,Electric,Silver,18.96
C46189,Honda,Swift,2023,Petrol,Blue,16.22
C46190,Volkswagen,Polo,2005,Petrol,Green,21.31
C46191,Ford,Swift,2013,Hybrid,Green,17.17
C46192,Mahindra,Seltos,2007,Hybrid,Grey,24.69
C46193,Toyota,Nexon,2018,Hybrid,Black,15.45
C46194,Toyota,Duster,2014,Electric,White,13.94
C46195,Maruti,Creta,2006,CNG,Green,20.72
C46196,Hyundai,City,2020,Diesel,Silver,24.86
C46197,Honda,City,2020,Diesel,Grey,12.79
C46198,Mahindra,Nexon,2009,CNG,Silver,24.22
C46199,Tata,Ecosport,2008,Electric,Green,12.53
C46200,Toyota,Polo,2016,Petrol,White,19.06
C46201,Tata,Creta,2024,Petrol,White,18.5
C46202,Honda,Creta,2009,Hybrid,Blue,19.11
C46203,Maruti,Swift,2007,Petrol,White,21.85
C46204,Hyundai,Swift,2014,Petrol,Black,15.37
C46205,Toyota,Polo,2019,CNG,Red,16.76
C46206,Volkswagen,Nexon,2013,Electric,Yellow,10.41
C46207,Renault,Seltos,2006,Diesel,White,14.84
C46208,Toyota,Creta,2012,Hybrid,Grey,24.77
C46209,Toyota,XUV500,2024,Diesel,Silver,16.67
C46210,Tata,XUV500,2021,Petrol,Black,20.12
C46211,Renault,Ecosport,2021,Electric,Green,13.52
C46212,Renault,XUV500,2006,CNG,Yellow,20.53
C46213,Honda,Nexon,2009,Diesel,Blue,18.04
C46214,Tata,Duster,2023,Diesel,Green,24.78
C46215,Kia,Nexon,2021,CNG,Yellow,14.95
C46216,Mahindra,Swift,2020,Diesel,Green,16.79
C46217,Tata,Polo,2010,CNG,Black,24.32
C46218,Tata,City,2008,Diesel,Green,20.26
C46219,Mahindra,Ecosport,2021,Hybrid,Green,17.81
C46220,Ford,Swift,2015,Diesel,White,12.57
C46221,Maruti,Innova,2010,CNG,Red,16.05
C46222,Tata,Nexon,2006,Diesel,Black,15.63
C46223,Mahindra,Swift,2009,Electric,Red,18.67
C46224,Maruti,Polo,2020,CNG,Red,11.56
C46225,Volkswagen,XUV500,2010,Hybrid,Red,11.58
C46226,Kia,Innova,2021,Hybrid,Black,15.84
C46227,Maruti,Ecosport,2011,Hybrid,Red,10.35
C46228,Renault,Innova,2011,CNG,White,15.3
C46229,Hyundai,Nexon,2009,Diesel,Green,20.87
C46230,Ford,Nexon,2006,Hybrid,Grey,13.43
C46231,Honda,Innova,2013,Electric,Blue,21.49
C46232,Mahindra,City,2013,Diesel,Green,22.07
C46233,Honda,Innova,2024,Electric,Black,19.37
C46234,Mahindra,Nexon,2020,Electric,Grey,20.71
C46235,Toyota,Nexon,2018,CNG,Green,16.21
C46236,Honda,Polo,2018,Electric,Red,19.3
C46237,Toyota,Creta,2024,Petrol,Yellow,22.91
C46238,Honda,Swift,2011,Hybrid,White,19.88
C46239,Toyota,Polo,2010,Electric,Silver,11.26
C46240,Renault,Innova,2011,Petrol,Silver,16.54
C46241,Renault,Ecosport,2018,Electric,Yellow,10.16
C46242,Volkswagen,City,2011,CNG,Yellow,21.46
C46243,Honda,Creta,2017,Electric,Blue,10.23
C46244,Mahindra,City,2023,Diesel,Blue,19.4
C46245,Ford,Innova,2009,Electric,Silver,10.01
C46246,Ford,Ecosport,2016,Electric,Red,10.58
C46247,Hyundai,Nexon,2022,Hybrid,Black,22.53
C46248,Kia,Ecosport,2021,Hybrid,Red,18.37
C46249,Ford,City,2023,Diesel,Black,18.95
C46250,Hyundai,Nexon,2007,Petrol,Green,16.18
C46251,Mahindra,City,2013,Petrol,White,13.28
C46252,Toyota,Duster,2016,CNG,Blue,20.2
C46253,Ford,XUV500,2018,Hybrid,Silver,23.45
C46254,Ford,City,2016,CNG,White,23.44
C46255,Volkswagen,Polo,2012,Electric,Green,12.21
C46256,Mahindra,Swift,2006,Hybrid,Silver,14.82
C46257,Maruti,Duster,2008,Petrol,Silver,17.17
C46258,Renault,Nexon,2009,Diesel,Red,14.2
C46259,Volkswagen,City,2020,Diesel,Silver,17.11
C46260,Ford,XUV500,2008,Diesel,Black,15.27
C46261,Tata,Innova,2021,Diesel,Grey,18.56
C46262,Volkswagen,Duster,2015,Hybrid,Yellow,17.3
C46263,Maruti,City,2006,Diesel,Black,16.46
C46264,Renault,Duster,2006,CNG,Grey,22.67
C46265,Renault,Innova,2009,Electric,White,11.08
C46266,Honda,Ecosport,2010,Petrol,Grey,18.66
C46267,Toyota,XUV500,2020,CNG,Black,11.64
C46268,Mahindra,City,2016,CNG,Red,12.67
C46269,Honda,Creta,2016,Petrol,Yellow,20.48
C46270,Maruti,Polo,2013,CNG,Grey,17.73
C46271,Toyota,Creta,2013,Hybrid,Black,12.92
C46272,Hyundai,XUV500,2013,Diesel,White,21.3
C46273,Honda,Seltos,2009,CNG,Red,21.55
C46274,Hyundai,Seltos,2023,Electric,Green,14.85
C46275,Toyota,XUV500,2009,Petrol,Grey,23.38
C46276,Renault,City,2022,CNG,Grey,23.16
C46277,Volkswagen,Nexon,2024,Electric,Silver,11.46
C46278,Mahindra,XUV500,2023,Hybrid,Blue,12.98
C46279,Honda,Swift,2009,Electric,Grey,14.86
C46280,Maruti,Nexon,2005,Electric,Silver,22.49
C46281,Renault,Nexon,2023,Hybrid,Blue,24.1
C46282,Honda,Duster,2014,Electric,Yellow,24.29
C46283,Ford,Duster,2010,CNG,Black,24.95
C46284,Mahindra,Nexon,2005,CNG,Black,17.63
C46285,Mahindra,XUV500,2012,Electric,Green,11.85
C46286,Tata,Creta,2024,Electric,Blue,11.52
C46287,Maruti,Seltos,2023,CNG,White,15.15
C46288,Maruti,Swift,2007,Electric,Green,21.56
C46289,Mahindra,City,2023,Hybrid,Black,23.95
C46290,Volkswagen,Creta,2017,Diesel,White,22.76
C46291,Tata,Ecosport,2024,CNG,White,12.03
C46292,Maruti,Creta,2015,Diesel,Green,21.75
C46293,Kia,City,2005,Petrol,Blue,15.69
